slackProfileUrl,slackUsername,url,response,passed,passedBonus
https://hng9.slack.com/team/U048E05TAAY,nagatox60,https://my-hng-app.herokuapp.com/result/?bonus=true,"{""normal"":{""request"":{""operation_type"":""Hey, please subtract"",""x"":5,""y"":20,""result"":-15},""response"":{""slackUsername"":""nagatox60"",""result"":-15,""operation_type"":""subtraction""}},""bonus"":[]}",true,false
https://hng9.slack.com/team/U0488NQQ8KF,"Preshy Jones",https://hng-devops-production.up.railway.app/,"{""normal"":{""request"":{""operation_type"":""multiplication"",""x"":20000000,""y"":20000000,""result"":400000000000000},""response"":{""slackUsername"":""Preshy Jones"",""operation_type"":""multiplication"",""result"":400000000000000}},""bonus"":{""slackUsername"":""Preshy Jones"",""operation_type"":""Can you add""}}",true,false
https://hng9.slack.com/team/U0496LZ01PS,lewiclancy,http://18.181.88.129/,"{""normal"":{""request"":{""operation_type"":""addition"",""x"":1,""y"":2,""result"":3},""response"":{""slackUsername"":""lewiclancy"",""result"":3,""operation_type"":""addition""}},""bonus"":{""errors"":[{""value"":""What is the sum of"",""msg"":""Enter a valid operation_type. Valid values are 'addition', 'subtraction', 'multiplication'"",""param"":""operation_type"",""location"":""body""}]}}",true,false
https://hng9.slack.com/team/U048GVDLMNG,Rahdeg,https://get-endpoints.herokuapp.com/api/v1/users/solve,"{""normal"":{""request"":{""operation_type"":""subtraction"",""x"":20000,""y"":20000000,""result"":-19980000},""response"":{""slackUsername"":""Rahdeg"",""result"":-19980000,""operation_type"":""subtraction""}},""bonus"":{""_original"":{""operation_type"":""Can you add"",""x"":182,""y"":1777},""details"":[{""message"":""\"operation_type\" must be one of [addition, subtraction, multiplication]"",""path"":[""operation_type""],""type"":""any.only"",""context"":{""valids"":[""addition"",""subtraction"",""multiplication""],""label"":""operation_type"",""value"":""Can you add"",""key"":""operation_type""}}]}}",true,false
https://hng9.slack.com/team/U0489674RK6,dicodedev,https://hng9.dicodetech.com/index.php,"{""normal"":{""request"":{""operation_type"":""subtraction"",""x"":20000,""y"":20000000,""result"":-19980000},""response"":{""slackUsername"":""dicodedev"",""operation_type"":""subtraction"",""result"":-19980000}},""bonus"":{""slackUsername"":""dicodedev"",""operation_type"":""subtraction"",""result"":-15}}",true,false
https://hng9.slack.com/team/U0489674RK6,dicodedev,https://hng9.dicodetech.com/index.php?bonus=true,"{""normal"":{""request"":{""operation_type"":""What is x-y"",""x"":5,""y"":20,""result"":-15},""response"":{""slackUsername"":""dicodedev"",""operation_type"":""subtraction"",""result"":-15}},""bonus"":[]}",true,false
https://hng9.slack.com/team/U0489FGAH4M,@ibkay998,https://fastapi-production-c585.up.railway.app/post,"{""normal"":{""request"":{""operation_type"":""subtraction"",""x"":10,""y"":2,""result"":8},""response"":{""slackUsername"":""@ibkay998"",""result"":8,""operation_type"":""subtraction""}},""bonus"":{""detail"":[{""loc"":[""body"",""operation_type""],""msg"":""value is not a valid enumeration member; permitted: 'multiplication', 'addition', 'subtraction'"",""type"":""type_error.enum"",""ctx"":{""enum_values"":[""multiplication"",""addition"",""subtraction""]}}]}}",true,false
https://hng9.slack.com/team/U0485FH422K,Algamawiy,http://abida.pythonanywhere.com/notes/compute,"{""normal"":{""request"":{""operation_type"":""addition"",""x"":20000000,""y"":20000000,""result"":40000000},""response"":{""slackUsername"":""Algamawiy"",""result"":40000000,""operation_type"":""addition""}},""bonus"":[]}",true,false
https://hng9.slack.com/team/U048AJ9M4EN,princecodes247,https://filthy-scarf-bull.cyclic.app/compute,"{""normal"":{""request"":{""operation_type"":""addition"",""x"":1,""y"":2,""result"":3},""response"":{""slackUsername"":""princecodes247"",""result"":3,""operation_type"":""addition""}},""bonus"":{""slackUsername"":""princecodes247"",""result"":0,""operation_type"":""the numbers 4 and 5\n4\n5""}}",true,false
https://hng9.slack.com/team/U048BGC07PV,Tamynator,https://hng-task-two.onrender.com,"{""normal"":{""request"":{""operation_type"":""multiplication"",""x"":20000000,""y"":20000000,""result"":400000000000000},""response"":{""slackUsername"":""Tamynator"",""result"":400000000000000,""operation_type"":""multiplication""}},""bonus"":{""slackUsername"":""Tamynator"",""result"":-15,""operation_type"":""substraction""}}",true,false
https://hng9.slack.com/team/U048ZHN8JM6,callmeanderson,http://anderson3wekesa.pythonanywhere.com/,"{""normal"":{""request"":{""operation_type"":""multiplication"",""x"":30,""y"":2,""result"":60},""response"":{""slackUsername"":""callmeanderson"",""result"":60,""operation_type"":""multiplication""}},""bonus"":{""operation_type"":[""\"Can find the result of x*y\" is not a valid choice.""]}}",true,false
https://hng9.slack.com/team/U048Z8NSTMW,"coded hola",https://hng-calculator.herokuapp.com/,"{""normal"":{""request"":{""operation_type"":""subtraction"",""x"":10,""y"":2,""result"":8},""response"":{""slackUsername"":""coded hola"",""result"":8,""operation_type"":""subtraction""}},""bonus"":{""status"":""error"",""messge"":""Illegal route... please navigate to 'GET' '\/' for homepage""}}",true,false
https://hng9.slack.com/team/U048QMZPPND,usmansadik96,https://php9ih.deta.dev/calculate,"{""normal"":{""request"":{""operation_type"":""multiplication"",""x"":30,""y"":2,""result"":60},""response"":{""slackUsername"":""usmansadik96"",""result"":60,""operation_type"":""multiplication""}},""bonus"":{""detail"":""Invalid operation type: can you add""}}",true,false
https://hng9.slack.com/team/U047W4E8UT1,stephen_bukz,https://hng-task-one.herokuapp.com/calculate,"{""normal"":{""request"":{""operation_type"":""multiplication"",""x"":30,""y"":2,""result"":60},""response"":{""slackUsername"":""stephen_bukz"",""result"":60,""operation_type"":""multiplication""}},""bonus"":{""slackUsername"":""stephen_bukz"",""result"":0,""operation_type"":""""}}",true,false
https://hng9.slack.com/team/U048LS9SVT3,Nimi,https://hng-post.herokuapp.com/math,"{""normal"":{""request"":{""operation_type"":""multiplication"",""x"":20000000,""y"":20000000,""result"":400000000000000},""response"":{""operation_type"":""multiplication"",""result"":400000000000000,""slackUsername"":""Nimi""}},""bonus"":{""operation_type"":""addition"",""result"":0,""slackUsername"":""Nimi""}}",true,false
https://hng9.slack.com/team/U0488Q6JZ0T,noornee,https://hng9stage2.herokuapp.com/calculate,"{""normal"":{""request"":{""operation_type"":""multiplication"",""x"":30,""y"":2,""result"":60},""response"":{""slackUsername"":""noornee"",""result"":60,""operation_type"":""multiplication""}},""bonus"":{""slackUsername"":""noornee"",""result"":0,""operation_type"":""""}}",true,false
https://hng9.slack.com/team/U047WJGPM63,Sope,https://shopiley.pythonanywhere.com/calculator,"{""normal"":{""request"":{""operation_type"":""addition"",""x"":1,""y"":2,""result"":3},""response"":{""operation_type"":""addition"",""result"":3,""slackUsername"":""Sope""}},""bonus"":[]}",true,false
https://hng9.slack.com/team/U048A96PKGB,MickeyTheBrave,https://my-first-hng-task.herokuapp.com/calculate/,"{""normal"":{""request"":{""operation_type"":""subtraction"",""x"":20000,""y"":20000000,""result"":-19980000},""response"":{""operation_type"":""subtraction"",""result"":-19980000,""slackUsername"":""MickeyTheBrave""}},""bonus"":{""detail"":""Invalid operation. I don't catch what 'What is the product of' means.""}}",true,false
https://hng9.slack.com/team/U0483HUEF38,kriskazy,https://simpleserver-node-hng-stage1.herokuapp.com/calc,"{""normal"":{""request"":{""operation_type"":""subtraction"",""x"":20000,""y"":20000000,""result"":-19980000},""response"":{""slackUsername"":""kriskazy"",""operation_type"":""subtraction"",""result"":-19980000}},""bonus"":{""slackUsername"":""kriskazy"",""operation_type"":""invalid operation"",""result"":""invalid operation""}}",true,false
https://hng9.slack.com/team/U048RGLPC0L,"gibson gichuru",https://hngackend.herokuapp.com/api,"{""normal"":{""request"":{""operation_type"":""addition"",""x"":1,""y"":2,""result"":3},""response"":{""operation_type"":""addition"",""result"":3,""slackUsername"":""gibson gichuru""}},""bonus"":{""errors"":{""operation_type"":[""operation_type not supported""]}}}",true,false
https://hng9.slack.com/team/U0485VA1N85,omatanmi,http://hngi9.herokuapp.com/arithmetic/,"{""normal"":{""request"":{""operation_type"":""subtraction"",""x"":10,""y"":2,""result"":8},""response"":{""slackUsername"":""omatanmi"",""operation_type"":""subtraction"",""result"":8}},""bonus"":[]}",true,false
https://hng9.slack.com/team/U048BD4FADS,eezzy2k3,https://eezzy2k3-i.onrender.com/api/v1/aboutme/operation,"{""normal"":{""request"":{""operation_type"":""subtraction"",""x"":20000,""y"":20000000,""result"":-19980000},""response"":{""slackUsername"":""eezzy2k3"",""operation_type"":""subtraction"",""result"":-19980000}},""bonus"":{""slackUsername"":""eezzy2k3"",""operation_type"":""addition"",""result"":1959}}",true,false
https://hng9.slack.com/team/U048BD4FADS,eezzy2k3,https://eezzy2k3-i.onrender.com/api/v1/aboutme/operation?bonus=true,"{""normal"":{""request"":{""operation_type"":""Can you add"",""x"":182,""y"":1777,""result"":1959},""response"":{""slackUsername"":""eezzy2k3"",""operation_type"":""addition"",""result"":1959}},""bonus"":[]}",true,false
https://hng9.slack.com/team/U048BPS6KK5,Hektor,https://hng9-task.herokuapp.com/task2,"{""normal"":{""request"":{""operation_type"":""subtraction"",""x"":20000,""y"":20000000,""result"":-19980000},""response"":{""slackUsername"":""Hektor"",""operation_type"":""subtraction"",""result"":-19980000}},""bonus"":{""slackUsername"":""Hektor"",""operation_type"":""string"",""result"":"" the angles of a hexagon?\n\nThe sum of the angles of a hexagon is 720 degrees.""}}",true,false
https://hng9.slack.com/team/U048B6LQ8JE,bolex,https://hngtask2-production.up.railway.app/,"{""normal"":{""request"":{""operation_type"":""multiplication"",""x"":20000000,""y"":20000000,""result"":400000000000000},""response"":{""slackUsername"":""bolex"",""result"":400000000000000,""operation_type"":""multiplication""}},""bonus"":[]}",true,false
https://hng9.slack.com/team/U0484TUGKCN,maestro,https://hng9task2.herokuapp.com,"{""normal"":{""request"":{""operation_type"":""multiplication"",""x"":30,""y"":2,""result"":60},""response"":{""slackUsername"":""maestro"",""operation_type"":""multiplication"",""result"":60}},""bonus"":{""slackUsername"":""maestro""}}",true,false
https://hng9.slack.com/team/U048R47Q7S5,codeHashira,https://codehashira-hng.herokuapp.com/stage2-task,"{""normal"":{""request"":{""operation_type"":""addition"",""x"":1,""y"":2,""result"":3},""response"":{""slackUsername"":""codeHashira"",""result"":3,""operation_type"":""addition""}},""bonus"":{""slackUsername"":""codeHashira"",""result"":1959,""operation_type"":""addition""}}",true,false
https://hng9.slack.com/team/U048R47Q7S5,codeHashira,https://codehashira-hng.herokuapp.com/stage2-task?bonus=true,"{""normal"":{""request"":{""operation_type"":""Can you add"",""x"":182,""y"":1777,""result"":1959},""response"":{""slackUsername"":""codeHashira"",""result"":1959,""operation_type"":""addition""}},""bonus"":[]}",true,false
https://hng9.slack.com/team/U048N9Y8E66,__localdev,https://hng-9.herokuapp.com/api/task-2,"{""normal"":{""request"":{""operation_type"":""addition"",""x"":1,""y"":2,""result"":3},""response"":{""slackUsername"":""__localdev"",""result"":3,""operation_type"":""addition""}},""bonus"":[]}",true,false
https://hng9.slack.com/team/U048BJ3RXHS,isaacolanre,https://isaacolanre-backend-v2.up.railway.app/operation,"{""normal"":{""request"":{""operation_type"":""subtraction"",""x"":10,""y"":2,""result"":8},""response"":{""slackUsername"":""isaacolanre"",""result"":8,""operation_type"":""subtraction""}},""bonus"":[]}",true,false
https://hng9.slack.com/team/U04876J7J9Z,Hyghdrogin,https://hngstage2task.onrender.com,"{""normal"":{""request"":{""operation_type"":""multiplication"",""x"":20000000,""y"":20000000,""result"":400000000000000},""response"":{""slackUsername"":""Hyghdrogin"",""operation_type"":""multiplication"",""result"":400000000000000}},""bonus"":{""statusCode"":400,""error"":""Invalid Operation Type""}}",true,false
https://hng9.slack.com/team/U04865NJFRB,jcolejeff,https://hng-task-2-jeff.onrender.com/,"{""normal"":{""request"":{""operation_type"":""subtraction"",""x"":20000,""y"":20000000,""result"":-19980000},""response"":{""slackUsername"":""jcolejeff"",""result"":-19980000,""operation_type"":""subtraction""}},""bonus"":{""msg"":""please provide valid operator""}}",true,false
https://hng9.slack.com/team/U048EBF8F9A,@godwinopara,https://hng-backend-task1.vercel.app/,"{""normal"":{""request"":{""operation_type"":""multiplication"",""x"":20000000,""y"":20000000,""result"":400000000000000},""response"":{""slackUsername"":""@godwinopara"",""result"":400000000000000,""operation_type"":""multiplication""}},""bonus"":{""slackUsername"":""@godwinopara"",""result"":2627,""operation_type"":""subtraction""}}",true,false
https://hng9.slack.com/team/U048EBF8F9A,@godwinopara,https://hng-backend-task1.vercel.app/?bonus=true,"{""normal"":{""request"":{""operation_type"":""Whats the result when you subtract"",""x"":2738,""y"":111,""result"":2627},""response"":{""slackUsername"":""@godwinopara"",""result"":2627,""operation_type"":""subtraction""}},""bonus"":[]}",true,false
https://hng9.slack.com/team/U048DKV9J0J,Oreoluwa10,https://task-1-ooluwa27.koyeb.app/ops,"{""normal"":{""request"":{""operation_type"":""multiplication"",""x"":20000000,""y"":20000000,""result"":400000000000000},""response"":{""slackUsername"":""Oreoluwa10"",""result"":400000000000000,""operation_type"":""multiplication""}},""bonus"":{""error"":""Error computing service""}}",true,false
https://hng9.slack.com/team/U048H87TERZ,codes_oracle,https://hngi-9-task2.cyclic.app/compute,"{""normal"":{""request"":{""operation_type"":""multiplication"",""x"":30,""y"":2,""result"":60},""response"":{""slackUsername"":""codes_oracle"",""result"":60,""operation_type"":""multiplication""}},""bonus"":[]}",true,false
https://hng9.slack.com/team/U04968B284Q,Lamido,http://mido-calc.herokuapp.com/,"{""normal"":{""request"":{""operation_type"":""subtraction"",""x"":10,""y"":2,""result"":8},""response"":{""operation_type"":""subtraction"",""result"":8,""slackUsername"":""Lamido""}},""bonus"":[]}",true,false
https://hng9.slack.com/team/U0488H14E87,"LeRoi Vladimir",https://http-server.brandonarmand.repl.co/calculate,"{""normal"":{""request"":{""operation_type"":""subtraction"",""x"":20000,""y"":20000000,""result"":-19980000},""response"":{""slackUsername"":""LeRoi Vladimir"",""result"":-19980000,""operation_type"":""subtraction""}},""bonus"":{""slackUsername"":""LeRoi Vladimir"",""result"":0,""operation_type"":""""}}",true,false
https://hng9.slack.com/team/U048F3EF26P,Raphdoo,https://hnginternship.cyclic.app/,"{""normal"":{""request"":{""operation_type"":""addition"",""x"":20000000,""y"":20000000,""result"":40000000},""response"":{""slackUsername"":""Raphdoo"",""result"":40000000,""operation_type"":""addition""}},""bonus"":[]}",true,false
https://hng9.slack.com/team/U047X1XAW4F,kekesmovic,https://hng9.kmovic.xyz/backend/task2/api/,"{""normal"":{""request"":{""operation_type"":""addition"",""x"":1,""y"":2,""result"":3},""response"":{""slackUsername"":""kekesmovic"",""result"":3,""operation_type"":""addition""}},""bonus"":{""error"":""INVALID OPERATION TYPE""}}",true,false
https://hng9.slack.com/team/U048ANP50AG,tundx0,https://hng-tundx0.onrender.com/operand,"{""normal"":{""request"":{""operation_type"":""subtraction"",""x"":20000,""y"":20000000,""result"":-19980000},""response"":{""slackUsername"":""tundx0"",""result"":-19980000,""operation_type"":""subtraction""}},""bonus"":{""message"":""Incorrect Input""}}",true,false
https://hng9.slack.com/team/U0487B5ER9B,leksyking,http://hngbackendtask2.herokuapp.com/,"{""normal"":{""request"":{""operation_type"":""addition"",""x"":20000000,""y"":20000000,""result"":40000000},""response"":{""operation_type"":""addition"",""result"":40000000,""slackUsername"":""leksyking""}},""bonus"":{""operation_type"":""addition"",""result"":1959,""slackUsername"":""leksyking""}}",true,false
https://hng9.slack.com/team/U0487B5ER9B,leksyking,http://hngbackendtask2.herokuapp.com/?bonus=true,"{""normal"":{""request"":{""operation_type"":""Can you add"",""x"":182,""y"":1777,""result"":1959},""response"":{""operation_type"":""addition"",""result"":1959,""slackUsername"":""leksyking""}},""bonus"":[]}",true,false
https://hng9.slack.com/team/U048DDSLGCT,FUMUDUKUS,https://HNG-TASK-1.onyelaudochukwu.repl.co/evaluate,"{""normal"":{""request"":{""operation_type"":""multiplication"",""x"":20000000,""y"":20000000,""result"":400000000000000},""response"":{""slackUsername"":""FUMUDUKUS"",""operation_type"":""multiplication"",""result"":400000000000000}},""bonus"":{""message"":""Invalid operation type""}}",true,false
https://hng9.slack.com/team/U048WSV6GKA,"ibukun lawson",https://hngtask02.ibukunlawson.repl.co/compute,"{""normal"":{""request"":{""operation_type"":""subtraction"",""x"":10,""y"":2,""result"":8},""response"":{""operation_type"":""subtraction"",""result"":8,""slackUsername"":""ibukun lawson""}},""bonus"":[]}",true,false
https://hng9.slack.com/team/U0485FN899T,"Tahir. A",https://tahirhn1.herokuapp.com/,"{""normal"":{""request"":{""operation_type"":""addition"",""x"":20000000,""y"":20000000,""result"":40000000},""response"":{""slackUsername"":""Tahir. A"",""operation_type"":""addition"",""result"":40000000}},""bonus"":{""slackUsername"":""Tahir. A"",""operation_type"":""subtraction"",""result"":-15}}",true,false
https://hng9.slack.com/team/U0485FN899T,"Tahir. A",https://tahirhn1.herokuapp.com/?bonus=true,"{""normal"":{""request"":{""operation_type"":""What is the difference of"",""x"":5,""y"":20,""result"":-15},""response"":{""slackUsername"":""Tahir. A"",""operation_type"":""subtraction"",""result"":-15}},""bonus"":[]}",true,false
https://hng9.slack.com/team/U048EPKKJDB,Jp,https://jp-hng-stage2task.herokuapp.com/,"{""normal"":{""request"":{""operation_type"":""addition"",""x"":1,""y"":2,""result"":3},""response"":{""slackUsername"":""Jp"",""operation_type"":""addition"",""result"":3}},""bonus"":{""detail"":""Operation not found""}}",true,false
https://hng9.slack.com/team/U048SEP8DT3,"David Okeke",https://aboutmeapi.azurewebsites.net/api/maths,"{""normal"":{""request"":{""operation_type"":""multiplication"",""x"":30,""y"":2,""result"":60},""response"":{""slackUsername"":""David Okeke"",""result"":60,""operation_type"":""multiplication""}},""bonus"":{""type"":""https:\/\/tools.ietf.org\/html\/rfc7231#section-6.5.1"",""title"":""Bad Request"",""status"":400,""traceId"":""00-71ee1e61f4de268c832865fd9191f2b3-85556bbab14d6177-00""}}",true,false
https://hng9.slack.com/team/U048DBH08CE,OdulajaPhilip,https://user-mangement-api.herokuapp.com/evaluator,"{""normal"":{""request"":{""operation_type"":""addition"",""x"":1,""y"":2,""result"":3},""response"":{""operation_type"":""addition"",""result"":3,""slackUsername"":""OdulajaPhilip""}},""bonus"":{""operation_type"":""what is the sum of"",""result"":""invalid string input for operation type"",""slackUsername"":""OdulajaPhilip""}}",true,false
https://hng9.slack.com/team/U0490JGU9LG,Nade,https://hng-9-stage2-nade-harlow.koyeb.app/,"{""normal"":{""request"":{""operation_type"":""multiplication"",""x"":20000000,""y"":20000000,""result"":400000000000000},""response"":{""slackUsername"":""Nade"",""operation_type"":""multiplication"",""result"":400000000000000}},""bonus"":{""slackUsername"":""Nade"",""operation_type"":""addition"",""result"":1959}}",true,false
https://hng9.slack.com/team/U0490JGU9LG,Nade,https://hng-9-stage2-nade-harlow.koyeb.app/?bonus=true,"{""normal"":{""request"":{""operation_type"":""What is x+y"",""x"":182,""y"":1777,""result"":1959},""response"":{""slackUsername"":""Nade"",""operation_type"":""addition"",""result"":1959}},""bonus"":[]}",true,false
https://hng9.slack.com/team/U048JRF23S9,Just_Kayfz,https://just-kayfz.herokuapp.com/,"{""normal"":{""request"":{""operation_type"":""addition"",""x"":1,""y"":2,""result"":3},""response"":{""operation_type"":""addition"",""result"":3,""slackUsername"":""Just_Kayfz""}},""bonus"":[]}",true,false
https://hng9.slack.com/team/U0490DE6KJ5,daily_tee,https://tee-first-app.herokuapp.com/,"{""normal"":{""request"":{""operation_type"":""multiplication"",""x"":20000000,""y"":20000000,""result"":400000000000000},""response"":{""operation_type"":""multiplication"",""result"":400000000000000,""slackUsername"":""daily_tee""}},""bonus"":[]}",true,false
https://hng9.slack.com/team/U0489F05DV3,michael_ikoko,https://hng-stage-one-django.herokuapp.com/,"{""normal"":{""request"":{""operation_type"":""addition"",""x"":1,""y"":2,""result"":3},""response"":{""slackUsername"":""michael_ikoko"",""result"":3,""operation_type"":""addition""}},""bonus"":[]}",true,false
https://hng9.slack.com/team/U048FDC4ZGE,Tsadhoq,https://backendtaskstage220221103193007.azurewebsites.net/operations,"{""normal"":{""request"":{""operation_type"":""addition"",""x"":1,""y"":2,""result"":3},""response"":{""slackUsername"":""Tsadhoq"",""result"":3,""operation_type"":""addition""}},""bonus"":{""slackUsername"":""Tsadhoq"",""result"":0,""operation_type"":""what is the difference of""}}",true,false
https://hng9.slack.com/team/U048E88D3UM,S13,https://hngtask1-vuv9.onrender.com/hng2,"{""normal"":{""request"":{""operation_type"":""addition"",""x"":20000000,""y"":20000000,""result"":40000000},""response"":{""slackUsername"":""S13"",""result"":40000000,""operation_type"":""addition""}},""bonus"":[]}",true,false
https://hng9.slack.com/team/U049140DCJV,Sokooya,https://hng9stage2.sokoyanifemi.repl.co,"{""normal"":{""request"":{""operation_type"":""subtraction"",""x"":10,""y"":2,""result"":8},""response"":{""slackUsername"":""Sokooya"",""result"":8,""operation_type"":""subtraction""}},""bonus"":{""slackUsername"":""Sokooya"",""result"":1959,""operation_type"":""addition""}}",true,false
https://hng9.slack.com/team/U049140DCJV,Sokooya,https://hng9stage2.sokoyanifemi.repl.co?bonus=true,"{""normal"":{""request"":{""operation_type"":""Can you add"",""x"":182,""y"":1777,""result"":1959},""response"":{""slackUsername"":""Sokooya"",""result"":1959,""operation_type"":""addition""}},""bonus"":[]}",true,false
https://hng9.slack.com/team/U048JD6LVK5,Jimi,https://jimi.theupfolio.com/tasks/2,"{""normal"":{""request"":{""operation_type"":""multiplication"",""x"":20000000,""y"":20000000,""result"":400000000000000},""response"":{""operation_type"":""multiplication"",""result"":400000000000000,""slackUsername"":""Jimi""}},""bonus"":{""operation_type"":""What is the difference of"",""result"":100,""slackUsername"":""Jimi""}}",true,false
https://hng9.slack.com/team/U048FCL8G03,SamAdefemi,https://hngstage1-0tt2.onrender.com/,"{""normal"":{""request"":{""operation_type"":""subtraction"",""x"":20000,""y"":20000000,""result"":-19980000},""response"":{""slackUsername"":""SamAdefemi"",""operation_type"":""subtraction"",""result"":-19980000}},""bonus"":{""slackUsername"":""SamAdefemi"",""operation_type"":""whats the result when you subtract""}}",true,false
https://hng9.slack.com/team/U0490NPHNAU,tekkieware,https://tekkieware.onrender.com/api/calculate,"{""normal"":{""request"":{""operation_type"":""multiplication"",""x"":30,""y"":2,""result"":60},""response"":{""slackUsername"":""tekkieware"",""result"":60,""operation_type"":""multiplication""}},""bonus"":{""slackUsername"":""tekkieware"",""result"":13300,""operation_type"":""What is the product of""}}",true,false
https://hng9.slack.com/team/U049073846L,BarryDee,https://baribor-hng-task-two.up.railway.app/api/v1/evaluate/,"{""normal"":{""request"":{""operation_type"":""subtraction"",""x"":20000,""y"":20000000,""result"":-19980000},""response"":{""slackUsername"":""BarryDee"",""result"":-19980000,""operation_type"":""subtraction""}},""bonus"":[]}",true,false
https://hng9.slack.com/team/U04889U6RGA,itzgeebee,https://hng.geebee.engineer/,"{""normal"":{""request"":{""operation_type"":""addition"",""x"":1,""y"":2,""result"":3},""response"":{""operation_type"":""addition"",""result"":3,""slackUsername"":""itzgeebee""}},""bonus"":{""error"":""'Can you add' is not one of ['addition', 'subtraction', 'multiplication', 'division', 'add', 'divide', 'multiply', 'subtract', '-', '+', '*', '\/']"",""success"":false}}",true,false
https://hng9.slack.com/team/U048UP9BWDP,Yheancarh,https://yheancarh-hng-9.herokuapp.com/api/mathematics,"{""normal"":{""request"":{""operation_type"":""multiplication"",""x"":30,""y"":2,""result"":60},""response"":{""slackUsername"":""Yheancarh"",""result"":60,""operation_type"":""multiplication""}},""bonus"":{""error"":""Bad Request Error""}}",true,false
https://hng9.slack.com/team/U048AGJCQ2X,Popsicool,http://popsicool-hng-stage-2.herokuapp.com/,"{""normal"":{""request"":{""operation_type"":""addition"",""x"":20000000,""y"":20000000,""result"":40000000},""response"":{""slackUsername"":""Popsicool"",""operation_type"":""addition"",""result"":40000000}},""bonus"":{""details"":""invalid operation type""}}",true,false
https://hng9.slack.com/team/U0488137K7H,tim1119,https://hngstages1.herokuapp.com/stage-2/,"{""normal"":{""request"":{""operation_type"":""multiplication"",""x"":30,""y"":2,""result"":60},""response"":{""slackUsername"":""tim1119"",""operation_type"":""multiplication"",""result"":60}},""bonus"":[]}",true,false
